episodes,rewards,steps
482,73.0,73
483,35.0,35
484,47.0,47
485,77.0,77
486,34.0,34
487,16.0,16
488,22.0,22
489,47.0,47
490,72.0,72
491,76.0,76
492,74.0,74
493,36.0,36
494,47.0,47
495,25.0,25
496,22.0,22
497,20.0,20
498,40.0,40
499,44.0,44
500,41.0,41
501,42.0,42
502,112.0,112
503,64.0,64
504,95.0,95
505,112.0,112
506,117.0,117
507,84.0,84
508,79.0,79
509,129.0,129
510,139.0,139
511,41.0,41
512,82.0,82
513,54.0,54
514,69.0,69
515,44.0,44
516,31.0,31
517,64.0,64
518,41.0,41
519,100.0,100
520,86.0,86
521,44.0,44
522,38.0,38
523,36.0,36
524,41.0,41
525,22.0,22
526,51.0,51
527,24.0,24
528,47.0,47
529,79.0,79
530,125.0,125
531,50.0,50
532,35.0,35
533,48.0,48
534,85.0,85
535,58.0,58
536,101.0,101
537,200.0,200
538,79.0,79
539,159.0,159
540,71.0,71
541,71.0,71
542,77.0,77
543,78.0,78
544,46.0,46
545,49.0,49
546,74.0,74
547,71.0,71
548,106.0,106
549,36.0,36
550,33.0,33
551,160.0,160
552,53.0,53
553,54.0,54
554,27.0,27
555,55.0,55
556,174.0,174
557,33.0,33
558,61.0,61
559,118.0,118
560,128.0,128
561,148.0,148
562,97.0,97
563,63.0,63
564,44.0,44
565,110.0,110
566,156.0,156
567,50.0,50
568,163.0,163
569,126.0,126
570,114.0,114
571,78.0,78
572,48.0,48
573,59.0,59
574,116.0,116
575,46.0,46
576,135.0,135
577,71.0,71
578,19.0,19
579,43.0,43
580,89.0,89
581,97.0,97
582,21.0,21
583,120.0,120
584,54.0,54
585,24.0,24
586,62.0,62
587,78.0,78
588,36.0,36
589,71.0,71
590,25.0,25
591,71.0,71
592,56.0,56
593,78.0,78
594,65.0,65
595,200.0,200
596,200.0,200
597,167.0,167
598,59.0,59
599,73.0,73
600,66.0,66
601,35.0,35
602,186.0,186
603,140.0,140
604,49.0,49
605,134.0,134
606,46.0,46
607,149.0,149
608,82.0,82
609,119.0,119
610,126.0,126
611,52.0,52
612,89.0,89
613,200.0,200
614,89.0,89
615,93.0,93
616,200.0,200
617,39.0,39
618,113.0,113
619,67.0,67
620,164.0,164
621,120.0,120
622,74.0,74
623,153.0,153
624,124.0,124
625,41.0,41
626,173.0,173
627,48.0,48
628,200.0,200
629,58.0,58
630,35.0,35
631,45.0,45
632,43.0,43
633,157.0,157
634,111.0,111
635,98.0,98
636,102.0,102
637,124.0,124
638,111.0,111
639,42.0,42
640,128.0,128
641,183.0,183
642,49.0,49
643,64.0,64
644,117.0,117
645,150.0,150
646,103.0,103
647,115.0,115
648,41.0,41
649,200.0,200
650,162.0,162
651,105.0,105
652,94.0,94
653,55.0,55
654,73.0,73
655,65.0,65
656,29.0,29
657,148.0,148
658,42.0,42
659,17.0,17
660,60.0,60
661,59.0,59
662,80.0,80
663,41.0,41
664,143.0,143
665,200.0,200
666,45.0,45
667,95.0,95
668,61.0,61
669,63.0,63
670,170.0,170
671,150.0,150
672,139.0,139
673,44.0,44
674,44.0,44
675,47.0,47
676,72.0,72
677,129.0,129
678,79.0,79
679,128.0,128
680,126.0,126
681,65.0,65
682,57.0,57
683,58.0,58
684,66.0,66
685,89.0,89
686,150.0,150
687,97.0,97
688,20.0,20
689,58.0,58
690,81.0,81
691,54.0,54
692,55.0,55
693,197.0,197
694,61.0,61
695,157.0,157
696,166.0,166
697,79.0,79
698,128.0,128
699,200.0,200
700,46.0,46
701,140.0,140
702,19.0,19
703,144.0,144
704,138.0,138
705,46.0,46
706,200.0,200
707,61.0,61
708,114.0,114
709,100.0,100
710,85.0,85
711,200.0,200
712,36.0,36
713,142.0,142
714,22.0,22
715,82.0,82
716,49.0,49
717,139.0,139
718,173.0,173
719,47.0,47
720,67.0,67
721,197.0,197
722,157.0,157
723,149.0,149
724,29.0,29
725,85.0,85
726,135.0,135
727,157.0,157
728,141.0,141
729,165.0,165
730,102.0,102
731,192.0,192
732,196.0,196
733,183.0,183
734,75.0,75
735,41.0,41
736,122.0,122
737,200.0,200
738,166.0,166
739,109.0,109
740,200.0,200
741,200.0,200
742,24.0,24
743,20.0,20
744,138.0,138
745,122.0,122
746,200.0,200
747,156.0,156
748,191.0,191
749,91.0,91
750,105.0,105
751,145.0,145
752,130.0,130
753,150.0,150
754,77.0,77
755,137.0,137
756,181.0,181
757,200.0,200
758,132.0,132
759,200.0,200
760,76.0,76
761,63.0,63
762,160.0,160
763,28.0,28
764,135.0,135
765,43.0,43
766,146.0,146
767,179.0,179
768,82.0,82
769,126.0,126
770,148.0,148
771,110.0,110
772,116.0,116
773,55.0,55
774,158.0,158
775,155.0,155
776,200.0,200
777,153.0,153
778,147.0,147
779,54.0,54
780,173.0,173
781,44.0,44
782,47.0,47
783,200.0,200
784,179.0,179
785,194.0,194
786,200.0,200
787,141.0,141
788,130.0,130
789,133.0,133
790,53.0,53
791,124.0,124
792,143.0,143
793,58.0,58
794,190.0,190
795,130.0,130
796,130.0,130
797,200.0,200
798,163.0,163
799,200.0,200
800,103.0,103
801,200.0,200
802,200.0,200
803,18.0,18
804,156.0,156
805,165.0,165
806,129.0,129
807,33.0,33
808,132.0,132
809,200.0,200
810,110.0,110
811,93.0,93
812,198.0,198
813,200.0,200
814,200.0,200
815,182.0,182
816,75.0,75
817,200.0,200
818,200.0,200
819,200.0,200
820,144.0,144
821,118.0,118
822,200.0,200
823,60.0,60
824,200.0,200
825,134.0,134
826,154.0,154
827,116.0,116
828,21.0,21
829,200.0,200
830,105.0,105
831,158.0,158
832,122.0,122
833,88.0,88
834,108.0,108
835,112.0,112
836,134.0,134
837,165.0,165
838,200.0,200
839,138.0,138
840,164.0,164
841,200.0,200
842,30.0,30
843,181.0,181
844,149.0,149
845,102.0,102
846,128.0,128
847,74.0,74
848,112.0,112
849,80.0,80
850,190.0,190
851,35.0,35
852,40.0,40
853,121.0,121
854,125.0,125
855,99.0,99
856,115.0,115
857,171.0,171
858,200.0,200
859,50.0,50
860,200.0,200
861,143.0,143
862,146.0,146
863,47.0,47
864,154.0,154
865,48.0,48
866,103.0,103
867,200.0,200
868,151.0,151
869,46.0,46
870,155.0,155
871,40.0,40
872,124.0,124
873,41.0,41
874,45.0,45
875,158.0,158
876,29.0,29
877,200.0,200
878,200.0,200
879,151.0,151
880,158.0,158
881,200.0,200
882,15.0,15
883,180.0,180
884,75.0,75
885,196.0,196
886,176.0,176
887,67.0,67
888,90.0,90
889,161.0,161
890,88.0,88
891,200.0,200
892,64.0,64
893,111.0,111
894,184.0,184
895,189.0,189
896,109.0,109
897,167.0,167
898,99.0,99
899,180.0,180
900,121.0,121
901,126.0,126
902,200.0,200
903,200.0,200
904,177.0,177
905,107.0,107
906,200.0,200
907,133.0,133
908,164.0,164
909,200.0,200
910,160.0,160
911,120.0,120
912,200.0,200
913,65.0,65
914,27.0,27
915,200.0,200
916,162.0,162
917,25.0,25
918,118.0,118
919,56.0,56
920,107.0,107
921,200.0,200
922,166.0,166
923,69.0,69
924,187.0,187
925,126.0,126
926,200.0,200
927,49.0,49
928,99.0,99
929,200.0,200
930,200.0,200
931,153.0,153
932,158.0,158
933,200.0,200
934,145.0,145
935,126.0,126
936,133.0,133
937,81.0,81
938,200.0,200
939,57.0,57
940,200.0,200
941,131.0,131
942,200.0,200
943,200.0,200
944,200.0,200
945,171.0,171
946,200.0,200
947,200.0,200
948,200.0,200
949,176.0,176
950,110.0,110
951,158.0,158
952,137.0,137
953,103.0,103
954,200.0,200
955,200.0,200
956,200.0,200
957,190.0,190
958,130.0,130
959,139.0,139
960,200.0,200
961,172.0,172
962,152.0,152
963,154.0,154
964,52.0,52
965,194.0,194
966,52.0,52
967,169.0,169
968,200.0,200
969,181.0,181
970,150.0,150
971,159.0,159
972,149.0,149
973,155.0,155
974,138.0,138
975,133.0,133
976,170.0,170
977,159.0,159
978,88.0,88
979,141.0,141
980,117.0,117
981,157.0,157
982,145.0,145
983,200.0,200
984,132.0,132
985,47.0,47
986,162.0,162
987,36.0,36
988,159.0,159
989,162.0,162
990,142.0,142
991,200.0,200
992,75.0,75
993,188.0,188
994,200.0,200
995,150.0,150
996,122.0,122
997,200.0,200
998,200.0,200
999,50.0,50
1000,149.0,149
1001,200.0,200
1002,23.0,23
1003,168.0,168
1004,200.0,200
1005,200.0,200
1006,174.0,174
1007,133.0,133
1008,180.0,180
1009,84.0,84
1010,101.0,101
1011,140.0,140
1012,183.0,183
1013,30.0,30
1014,95.0,95
1015,192.0,192
1016,200.0,200
1017,192.0,192
1018,166.0,166
1019,109.0,109
1020,200.0,200
1021,121.0,121
1022,141.0,141
1023,144.0,144
1024,100.0,100
1025,167.0,167
1026,200.0,200
1027,200.0,200
1028,200.0,200
1029,200.0,200
1030,200.0,200
1031,117.0,117
1032,200.0,200
1033,80.0,80
1034,200.0,200
1035,180.0,180
1036,103.0,103
1037,34.0,34
1038,103.0,103
1039,106.0,106
1040,152.0,152
1041,119.0,119
1042,200.0,200
1043,84.0,84
1044,65.0,65
1045,200.0,200
1046,179.0,179
1047,145.0,145
1048,200.0,200
1049,140.0,140
1050,200.0,200
1051,174.0,174
1052,153.0,153
1053,43.0,43
1054,140.0,140
1055,126.0,126
1056,200.0,200
1057,200.0,200
1058,193.0,193
1059,200.0,200
1060,32.0,32
1061,183.0,183
1062,200.0,200
1063,200.0,200
1064,174.0,174
1065,156.0,156
1066,200.0,200
1067,49.0,49
1068,141.0,141
1069,133.0,133
1070,152.0,152
1071,111.0,111
1072,162.0,162
1073,76.0,76
1074,124.0,124
1075,118.0,118
1076,22.0,22
1077,55.0,55
1078,155.0,155
1079,28.0,28
1080,189.0,189
1081,141.0,141
1082,189.0,189
1083,200.0,200
1084,86.0,86
1085,22.0,22
1086,200.0,200
1087,127.0,127
1088,195.0,195
1089,200.0,200
1090,200.0,200
1091,200.0,200
1092,154.0,154
1093,115.0,115
1094,200.0,200
1095,132.0,132
1096,169.0,169
1097,146.0,146
1098,200.0,200
1099,109.0,109
1100,183.0,183
1101,103.0,103
1102,194.0,194
1103,134.0,134
1104,200.0,200
1105,148.0,148
1106,174.0,174
1107,200.0,200
1108,200.0,200
1109,200.0,200
1110,93.0,93
1111,60.0,60
1112,200.0,200
1113,190.0,190
1114,125.0,125
1115,200.0,200
1116,166.0,166
1117,194.0,194
1118,125.0,125
1119,200.0,200
1120,200.0,200
1121,173.0,173
1122,142.0,142
1123,147.0,147
1124,181.0,181
1125,168.0,168
1126,80.0,80
1127,125.0,125
1128,171.0,171
1129,200.0,200
1130,145.0,145
1131,143.0,143
1132,200.0,200
1133,173.0,173
1134,178.0,178
1135,150.0,150
1136,200.0,200
1137,170.0,170
1138,200.0,200
1139,200.0,200
1140,200.0,200
1141,200.0,200
1142,200.0,200
1143,44.0,44
1144,167.0,167
1145,67.0,67
1146,200.0,200
1147,150.0,150
1148,200.0,200
1149,97.0,97
1150,106.0,106
1151,200.0,200
1152,199.0,199
1153,200.0,200
1154,200.0,200
1155,200.0,200
1156,181.0,181
1157,200.0,200
1158,200.0,200
1159,200.0,200
1160,155.0,155
1161,200.0,200
1162,122.0,122
1163,176.0,176
1164,200.0,200
1165,200.0,200
1166,183.0,183
1167,125.0,125
1168,106.0,106
1169,139.0,139
1170,38.0,38
1171,120.0,120
1172,151.0,151
1173,124.0,124
1174,200.0,200
1175,88.0,88
1176,200.0,200
1177,146.0,146
1178,81.0,81
1179,50.0,50
1180,200.0,200
1181,198.0,198
1182,200.0,200
1183,163.0,163
1184,200.0,200
1185,45.0,45
1186,187.0,187
1187,118.0,118
1188,200.0,200
1189,151.0,151
1190,200.0,200
1191,139.0,139
1192,187.0,187
1193,184.0,184
1194,200.0,200
1195,200.0,200
1196,113.0,113
1197,123.0,123
1198,200.0,200
1199,111.0,111
1200,200.0,200
1201,106.0,106
1202,200.0,200
1203,130.0,130
1204,131.0,131
1205,200.0,200
1206,161.0,161
1207,200.0,200
1208,48.0,48
1209,133.0,133
1210,200.0,200
1211,50.0,50
1212,169.0,169
1213,170.0,170
1214,162.0,162
1215,102.0,102
1216,200.0,200
1217,164.0,164
1218,133.0,133
1219,200.0,200
1220,39.0,39
1221,133.0,133
1222,98.0,98
1223,168.0,168
1224,178.0,178
1225,140.0,140
1226,114.0,114
1227,145.0,145
1228,128.0,128
1229,45.0,45
1230,200.0,200
1231,180.0,180
1232,27.0,27
1233,173.0,173
1234,186.0,186
1235,200.0,200
1236,167.0,167
1237,126.0,126
1238,84.0,84
1239,33.0,33
1240,119.0,119
1241,128.0,128
1242,161.0,161
1243,200.0,200
1244,200.0,200
1245,114.0,114
1246,101.0,101
1247,192.0,192
1248,128.0,128
1249,125.0,125
1250,132.0,132
1251,50.0,50
1252,194.0,194
1253,200.0,200
1254,200.0,200
1255,168.0,168
1256,200.0,200
1257,197.0,197
1258,22.0,22
1259,180.0,180
1260,200.0,200
1261,200.0,200
1262,157.0,157
1263,200.0,200
1264,200.0,200
1265,200.0,200
1266,200.0,200
1267,124.0,124
1268,169.0,169
1269,200.0,200
1270,149.0,149
1271,46.0,46
1272,200.0,200
1273,21.0,21
1274,200.0,200
1275,160.0,160
1276,85.0,85
1277,200.0,200
1278,176.0,176
1279,158.0,158
1280,157.0,157
1281,200.0,200
1282,196.0,196
1283,200.0,200
1284,200.0,200
1285,200.0,200
1286,200.0,200
1287,200.0,200
1288,153.0,153
1289,200.0,200
1290,21.0,21
1291,200.0,200
1292,200.0,200
1293,166.0,166
1294,200.0,200
1295,175.0,175
1296,200.0,200
1297,200.0,200
1298,200.0,200
1299,200.0,200
1300,97.0,97
1301,107.0,107
1302,200.0,200
1303,86.0,86
1304,95.0,95
1305,200.0,200
1306,182.0,182
1307,119.0,119
1308,200.0,200
1309,200.0,200
1310,200.0,200
1311,200.0,200
1312,200.0,200
1313,81.0,81
1314,200.0,200
1315,166.0,166
1316,200.0,200
1317,155.0,155
1318,200.0,200
1319,116.0,116
1320,200.0,200
1321,136.0,136
1322,200.0,200
1323,130.0,130
1324,200.0,200
1325,147.0,147
1326,200.0,200
1327,200.0,200
1328,200.0,200
1329,200.0,200
1330,200.0,200
1331,165.0,165
1332,200.0,200
1333,176.0,176
1334,200.0,200
1335,200.0,200
1336,200.0,200
1337,200.0,200
1338,200.0,200
1339,154.0,154
1340,142.0,142
1341,186.0,186
1342,114.0,114
1343,200.0,200
1344,200.0,200
1345,200.0,200
1346,181.0,181
1347,200.0,200
1348,148.0,148
1349,200.0,200
1350,136.0,136
1351,200.0,200
1352,30.0,30
1353,200.0,200
1354,200.0,200
1355,200.0,200
1356,93.0,93
1357,200.0,200
1358,200.0,200
1359,166.0,166
1360,200.0,200
1361,200.0,200
1362,200.0,200
1363,200.0,200
1364,160.0,160
1365,200.0,200
1366,200.0,200
1367,200.0,200
1368,59.0,59
1369,200.0,200
1370,200.0,200
1371,200.0,200
1372,200.0,200
1373,187.0,187
1374,58.0,58
1375,200.0,200
1376,200.0,200
1377,200.0,200
1378,200.0,200
1379,200.0,200
1380,147.0,147
1381,200.0,200
1382,56.0,56
1383,179.0,179
1384,200.0,200
1385,200.0,200
1386,137.0,137
1387,169.0,169
1388,107.0,107
1389,200.0,200
1390,200.0,200
1391,200.0,200
1392,200.0,200
1393,200.0,200
1394,120.0,120
1395,200.0,200
1396,180.0,180
1397,125.0,125
1398,170.0,170
1399,200.0,200
1400,200.0,200
1401,200.0,200
1402,115.0,115
1403,200.0,200
1404,200.0,200
1405,74.0,74
1406,200.0,200
1407,89.0,89
1408,200.0,200
1409,125.0,125
1410,183.0,183
1411,200.0,200
1412,172.0,172
1413,200.0,200
1414,200.0,200
1415,200.0,200
1416,173.0,173
1417,193.0,193
1418,167.0,167
1419,158.0,158
1420,148.0,148
1421,124.0,124
1422,195.0,195
1423,106.0,106
1424,185.0,185
1425,162.0,162
1426,187.0,187
1427,117.0,117
1428,89.0,89
1429,200.0,200
1430,200.0,200
1431,166.0,166
1432,200.0,200
1433,200.0,200
1434,200.0,200
1435,123.0,123
1436,123.0,123
1437,141.0,141
1438,167.0,167
1439,185.0,185
1440,121.0,121
1441,185.0,185
1442,200.0,200
1443,200.0,200
1444,200.0,200
1445,200.0,200
1446,151.0,151
1447,150.0,150
1448,161.0,161
1449,79.0,79
1450,196.0,196
1451,129.0,129
1452,200.0,200
1453,151.0,151
1454,168.0,168
1455,200.0,200
1456,184.0,184
1457,166.0,166
1458,200.0,200
1459,200.0,200
1460,108.0,108
1461,200.0,200
1462,112.0,112
1463,184.0,184
1464,200.0,200
1465,162.0,162
1466,169.0,169
1467,186.0,186
1468,200.0,200
1469,200.0,200
1470,200.0,200
1471,200.0,200
1472,200.0,200
1473,200.0,200
1474,194.0,194
1475,200.0,200
1476,200.0,200
1477,176.0,176
1478,200.0,200
1479,45.0,45
1480,200.0,200
1481,200.0,200
1482,200.0,200
1483,177.0,177
1484,200.0,200
1485,200.0,200
1486,200.0,200
1487,200.0,200
1488,200.0,200
1489,200.0,200
1490,200.0,200
1491,200.0,200
1492,99.0,99
1493,52.0,52
1494,96.0,96
1495,200.0,200
1496,101.0,101
1497,119.0,119
1498,144.0,144
1499,143.0,143
1500,200.0,200
1501,200.0,200
1502,189.0,189
1503,200.0,200
1504,200.0,200
1505,193.0,193
1506,200.0,200
1507,192.0,192
1508,200.0,200
1509,175.0,175
1510,77.0,77
1511,183.0,183
1512,200.0,200
1513,200.0,200
1514,154.0,154
1515,200.0,200
1516,198.0,198
1517,55.0,55
1518,150.0,150
1519,200.0,200
1520,200.0,200
1521,200.0,200
1522,200.0,200
1523,102.0,102
1524,200.0,200
1525,200.0,200
1526,200.0,200
1527,200.0,200
1528,200.0,200
1529,200.0,200
1530,108.0,108
1531,180.0,180
1532,200.0,200
1533,124.0,124
1534,64.0,64
1535,200.0,200
1536,147.0,147
1537,200.0,200
1538,200.0,200
1539,140.0,140
1540,48.0,48
1541,200.0,200
1542,200.0,200
1543,161.0,161
1544,168.0,168
1545,200.0,200
1546,200.0,200
1547,200.0,200
1548,180.0,180
1549,111.0,111
1550,200.0,200
1551,200.0,200
1552,197.0,197
1553,109.0,109
1554,200.0,200
1555,74.0,74
1556,170.0,170
1557,200.0,200
1558,80.0,80
1559,123.0,123
1560,200.0,200
1561,145.0,145
1562,200.0,200
1563,118.0,118
1564,200.0,200
1565,200.0,200
1566,116.0,116
1567,99.0,99
1568,200.0,200
1569,160.0,160
1570,199.0,199
1571,200.0,200
1572,20.0,20
1573,184.0,184
1574,116.0,116
1575,155.0,155
1576,168.0,168
1577,113.0,113
1578,200.0,200
1579,200.0,200
1580,132.0,132
1581,171.0,171
1582,168.0,168
1583,113.0,113
1584,182.0,182
1585,200.0,200
1586,107.0,107
1587,110.0,110
1588,183.0,183
1589,200.0,200
1590,200.0,200
1591,88.0,88
1592,200.0,200
1593,155.0,155
1594,200.0,200
1595,200.0,200
1596,125.0,125
1597,18.0,18
1598,200.0,200
1599,200.0,200
